File Name,Status,Output 224x224,Output Labeled,Scalogram Shape,PD Type
pulse1_surface16.mat,Processed,surface_pulse62_224x224.png,,"(224, 224, 3)",surface
pulse9_surface61_noisy.mat,Processed,surface_pulse63_224x224.png,,"(224, 224, 3)",surface
pulse1_surface51_noisy.mat,Processed,surface_pulse64_224x224.png,,"(224, 224, 3)",surface
pulse2_surface22.mat,Processed,surface_pulse65_224x224.png,,"(224, 224, 3)",surface
pulse8_surface48.mat,Processed,surface_pulse66_224x224.png,,"(224, 224, 3)",surface
pulse12_surface21_noisy.mat,Processed,surface_pulse67_224x224.png,,"(224, 224, 3)",surface
pulse8_surface39.mat,Processed,surface_pulse68_224x224.png,,"(224, 224, 3)",surface
pulse3_surface62_noisy.mat,Processed,surface_pulse69_224x224.png,,"(224, 224, 3)",surface
pulse8_surface58.mat,Processed,surface_pulse70_224x224.png,,"(224, 224, 3)",surface
pulse10_surface57_noisy.mat,Processed,surface_pulse71_224x224.png,,"(224, 224, 3)",surface
pulse10_surface50.mat,Processed,surface_pulse72_224x224.png,,"(224, 224, 3)",surface
pulse6_surface15_noisy.mat,Processed,surface_pulse73_224x224.png,,"(224, 224, 3)",surface
pulse12_surface28_noisy.mat,Processed,surface_pulse74_224x224.png,,"(224, 224, 3)",surface
pulse3_surface57_noisy.mat,Processed,surface_pulse75_224x224.png,,"(224, 224, 3)",surface
pulse7_surface37.mat,Processed,surface_pulse76_224x224.png,,"(224, 224, 3)",surface
pulse11_surface54.mat,Processed,surface_pulse77_224x224.png,,"(224, 224, 3)",surface
pulse3_surface3.mat,Processed,surface_pulse78_224x224.png,,"(224, 224, 3)",surface
pulse9_surface56_noisy.mat,Processed,surface_pulse79_224x224.png,,"(224, 224, 3)",surface
pulse8_surface26.mat,Processed,surface_pulse80_224x224.png,,"(224, 224, 3)",surface
pulse8_surface7_noisy.mat,Processed,surface_pulse81_224x224.png,,"(224, 224, 3)",surface
pulse5_surface19.mat,Processed,surface_pulse82_224x224.png,,"(224, 224, 3)",surface
pulse3_surface30_noisy.mat,Processed,surface_pulse83_224x224.png,,"(224, 224, 3)",surface
pulse1_surface7_noisy.mat,Processed,surface_pulse84_224x224.png,,"(224, 224, 3)",surface
pulse5_surface3.mat,Processed,surface_pulse85_224x224.png,,"(224, 224, 3)",surface
pulse9_surface28.mat,Processed,surface_pulse86_224x224.png,,"(224, 224, 3)",surface
pulse11_surface9.mat,Processed,surface_pulse87_224x224.png,,"(224, 224, 3)",surface
pulse10_surface15.mat,Processed,surface_pulse88_224x224.png,,"(224, 224, 3)",surface
pulse3_surface38_noisy.mat,Processed,surface_pulse89_224x224.png,,"(224, 224, 3)",surface
pulse8_surface38.mat,Processed,surface_pulse90_224x224.png,,"(224, 224, 3)",surface
pulse8_surface17.mat,Processed,surface_pulse91_224x224.png,,"(224, 224, 3)",surface
pulse3_surface7_noisy.mat,Processed,surface_pulse92_224x224.png,,"(224, 224, 3)",surface
pulse7_surface26_noisy.mat,Processed,surface_pulse93_224x224.png,,"(224, 224, 3)",surface
pulse10_surface8_noisy.mat,Processed,surface_pulse94_224x224.png,,"(224, 224, 3)",surface
pulse1_surface19.mat,Processed,surface_pulse95_224x224.png,,"(224, 224, 3)",surface
pulse11_surface55_noisy.mat,Processed,surface_pulse96_224x224.png,,"(224, 224, 3)",surface
pulse8_surface13.mat,Processed,surface_pulse97_224x224.png,,"(224, 224, 3)",surface
pulse10_surface23_noisy.mat,Processed,surface_pulse98_224x224.png,,"(224, 224, 3)",surface
pulse1_surface36.mat,Processed,surface_pulse99_224x224.png,,"(224, 224, 3)",surface
pulse10_surface37.mat,Processed,surface_pulse100_224x224.png,,"(224, 224, 3)",surface
pulse11_surface30_noisy.mat,Processed,surface_pulse101_224x224.png,,"(224, 224, 3)",surface
pulse2_surface21_noisy.mat,Processed,surface_pulse102_224x224.png,,"(224, 224, 3)",surface
pulse10_surface11.mat,Processed,surface_pulse103_224x224.png,,"(224, 224, 3)",surface
pulse9_surface33_noisy.mat,Processed,surface_pulse104_224x224.png,,"(224, 224, 3)",surface
pulse9_surface16.mat,Processed,surface_pulse105_224x224.png,,"(224, 224, 3)",surface
pulse6_surface42_noisy.mat,Processed,surface_pulse106_224x224.png,,"(224, 224, 3)",surface
pulse12_surface31_noisy.mat,Processed,surface_pulse107_224x224.png,,"(224, 224, 3)",surface
pulse3_surface58_noisy.mat,Processed,surface_pulse108_224x224.png,,"(224, 224, 3)",surface
pulse11_surface9_noisy.mat,Processed,surface_pulse109_224x224.png,,"(224, 224, 3)",surface
pulse5_surface6_noisy.mat,Processed,surface_pulse110_224x224.png,,"(224, 224, 3)",surface
pulse8_surface18.mat,Processed,surface_pulse111_224x224.png,,"(224, 224, 3)",surface
pulse5_surface35.mat,Processed,surface_pulse112_224x224.png,,"(224, 224, 3)",surface
pulse4_surface47_noisy.mat,Processed,surface_pulse113_224x224.png,,"(224, 224, 3)",surface
pulse10_surface8.mat,Processed,surface_pulse114_224x224.png,,"(224, 224, 3)",surface
pulse9_surface37.mat,Processed,surface_pulse115_224x224.png,,"(224, 224, 3)",surface
pulse8_surface42_noisy.mat,Processed,surface_pulse116_224x224.png,,"(224, 224, 3)",surface
pulse11_surface44_noisy.mat,Processed,surface_pulse117_224x224.png,,"(224, 224, 3)",surface
pulse11_surface28_noisy.mat,Processed,surface_pulse118_224x224.png,,"(224, 224, 3)",surface
pulse5_surface10.mat,Processed,surface_pulse119_224x224.png,,"(224, 224, 3)",surface
pulse8_surface51.mat,Processed,surface_pulse120_224x224.png,,"(224, 224, 3)",surface
pulse12_surface42_noisy.mat,Processed,surface_pulse121_224x224.png,,"(224, 224, 3)",surface
pulse7_surface7.mat,Processed,surface_pulse122_224x224.png,,"(224, 224, 3)",surface
pulse12_surface25.mat,Processed,surface_pulse123_224x224.png,,"(224, 224, 3)",surface
pulse12_surface18.mat,Processed,surface_pulse124_224x224.png,,"(224, 224, 3)",surface
pulse4_surface15.mat,Processed,surface_pulse125_224x224.png,,"(224, 224, 3)",surface
pulse7_surface50.mat,Processed,surface_pulse126_224x224.png,,"(224, 224, 3)",surface
pulse1_surface18.mat,Processed,surface_pulse127_224x224.png,,"(224, 224, 3)",surface
pulse4_surface62_noisy.mat,Processed,surface_pulse128_224x224.png,,"(224, 224, 3)",surface
pulse8_surface2.mat,Processed,surface_pulse129_224x224.png,,"(224, 224, 3)",surface
pulse2_surface58_noisy.mat,Processed,surface_pulse130_224x224.png,,"(224, 224, 3)",surface
pulse9_surface46.mat,Processed,surface_pulse131_224x224.png,,"(224, 224, 3)",surface
pulse11_surface24.mat,Processed,surface_pulse132_224x224.png,,"(224, 224, 3)",surface
pulse1_surface47_noisy.mat,Processed,surface_pulse133_224x224.png,,"(224, 224, 3)",surface
pulse2_surface32_noisy.mat,Processed,surface_pulse134_224x224.png,,"(224, 224, 3)",surface
pulse8_surface37.mat,Processed,surface_pulse135_224x224.png,,"(224, 224, 3)",surface
pulse9_surface10.mat,Processed,surface_pulse136_224x224.png,,"(224, 224, 3)",surface
pulse5_surface9_noisy.mat,Processed,surface_pulse137_224x224.png,,"(224, 224, 3)",surface
pulse2_surface24.mat,Processed,surface_pulse138_224x224.png,,"(224, 224, 3)",surface
pulse3_surface42.mat,Processed,surface_pulse139_224x224.png,,"(224, 224, 3)",surface
pulse4_surface54_noisy.mat,Processed,surface_pulse140_224x224.png,,"(224, 224, 3)",surface
pulse4_surface20.mat,Processed,surface_pulse141_224x224.png,,"(224, 224, 3)",surface
pulse9_surface8_noisy.mat,Processed,surface_pulse142_224x224.png,,"(224, 224, 3)",surface
pulse5_surface30_noisy.mat,Processed,surface_pulse143_224x224.png,,"(224, 224, 3)",surface
pulse11_surface17.mat,Processed,surface_pulse144_224x224.png,,"(224, 224, 3)",surface
pulse10_surface27_noisy.mat,Processed,surface_pulse145_224x224.png,,"(224, 224, 3)",surface
pulse11_surface29.mat,Processed,surface_pulse146_224x224.png,,"(224, 224, 3)",surface
pulse12_surface60.mat,Processed,surface_pulse147_224x224.png,,"(224, 224, 3)",surface
pulse5_surface43_noisy.mat,Processed,surface_pulse148_224x224.png,,"(224, 224, 3)",surface
pulse5_surface33.mat,Processed,surface_pulse149_224x224.png,,"(224, 224, 3)",surface
pulse7_surface29.mat,Processed,surface_pulse150_224x224.png,,"(224, 224, 3)",surface
pulse1_surface52_noisy.mat,Processed,surface_pulse151_224x224.png,,"(224, 224, 3)",surface
pulse4_surface42.mat,Processed,surface_pulse152_224x224.png,,"(224, 224, 3)",surface
pulse10_surface48.mat,Processed,surface_pulse153_224x224.png,,"(224, 224, 3)",surface
pulse9_surface31.mat,Processed,surface_pulse154_224x224.png,,"(224, 224, 3)",surface
pulse4_surface19_noisy.mat,Processed,surface_pulse155_224x224.png,,"(224, 224, 3)",surface
pulse1_surface26.mat,Processed,surface_pulse156_224x224.png,,"(224, 224, 3)",surface
pulse10_surface45_noisy.mat,Processed,surface_pulse157_224x224.png,,"(224, 224, 3)",surface
pulse2_surface45.mat,Processed,surface_pulse158_224x224.png,,"(224, 224, 3)",surface
pulse8_surface6_noisy.mat,Processed,surface_pulse159_224x224.png,,"(224, 224, 3)",surface
pulse2_surface18_noisy.mat,Processed,surface_pulse160_224x224.png,,"(224, 224, 3)",surface
pulse9_surface48_noisy.mat,Processed,surface_pulse161_224x224.png,,"(224, 224, 3)",surface
pulse5_surface7_noisy.mat,Processed,surface_pulse162_224x224.png,,"(224, 224, 3)",surface
pulse7_surface1.mat,Processed,surface_pulse163_224x224.png,,"(224, 224, 3)",surface
pulse2_surface28.mat,Processed,surface_pulse164_224x224.png,,"(224, 224, 3)",surface
pulse2_surface61.mat,Processed,surface_pulse165_224x224.png,,"(224, 224, 3)",surface
pulse12_surface23_noisy.mat,Processed,surface_pulse166_224x224.png,,"(224, 224, 3)",surface
pulse8_surface1.mat,Processed,surface_pulse167_224x224.png,,"(224, 224, 3)",surface
pulse2_surface23.mat,Processed,surface_pulse168_224x224.png,,"(224, 224, 3)",surface
pulse3_surface34.mat,Processed,surface_pulse169_224x224.png,,"(224, 224, 3)",surface
pulse6_surface31.mat,Processed,surface_pulse170_224x224.png,,"(224, 224, 3)",surface
pulse10_surface1_noisy.mat,Processed,surface_pulse171_224x224.png,,"(224, 224, 3)",surface
pulse2_surface32.mat,Processed,surface_pulse172_224x224.png,,"(224, 224, 3)",surface
pulse9_surface51_noisy.mat,Processed,surface_pulse173_224x224.png,,"(224, 224, 3)",surface
pulse1_surface32.mat,Processed,surface_pulse174_224x224.png,,"(224, 224, 3)",surface
pulse2_surface59_noisy.mat,Processed,surface_pulse175_224x224.png,,"(224, 224, 3)",surface
pulse7_surface35.mat,Processed,surface_pulse176_224x224.png,,"(224, 224, 3)",surface
pulse8_surface44_noisy.mat,Processed,surface_pulse177_224x224.png,,"(224, 224, 3)",surface
pulse5_surface57.mat,Processed,surface_pulse178_224x224.png,,"(224, 224, 3)",surface
pulse7_surface58.mat,Processed,surface_pulse179_224x224.png,,"(224, 224, 3)",surface
pulse6_surface15.mat,Processed,surface_pulse180_224x224.png,,"(224, 224, 3)",surface
pulse8_surface32.mat,Processed,surface_pulse181_224x224.png,,"(224, 224, 3)",surface
pulse8_surface28.mat,Processed,surface_pulse182_224x224.png,,"(224, 224, 3)",surface
pulse9_surface37_noisy.mat,Processed,surface_pulse183_224x224.png,,"(224, 224, 3)",surface
pulse6_surface35_noisy.mat,Processed,surface_pulse184_224x224.png,,"(224, 224, 3)",surface
pulse5_surface4.mat,Processed,surface_pulse185_224x224.png,,"(224, 224, 3)",surface
pulse1_surface48.mat,Processed,surface_pulse186_224x224.png,,"(224, 224, 3)",surface
pulse5_surface31.mat,Processed,surface_pulse187_224x224.png,,"(224, 224, 3)",surface
pulse9_surface60.mat,Processed,surface_pulse188_224x224.png,,"(224, 224, 3)",surface
pulse10_surface49_noisy.mat,Processed,surface_pulse189_224x224.png,,"(224, 224, 3)",surface
pulse12_surface39_noisy.mat,Processed,surface_pulse190_224x224.png,,"(224, 224, 3)",surface
pulse1_surface24.mat,Processed,surface_pulse191_224x224.png,,"(224, 224, 3)",surface
pulse7_surface62_noisy.mat,Processed,surface_pulse192_224x224.png,,"(224, 224, 3)",surface
pulse9_surface24_noisy.mat,Processed,surface_pulse193_224x224.png,,"(224, 224, 3)",surface
pulse4_surface39_noisy.mat,Processed,surface_pulse194_224x224.png,,"(224, 224, 3)",surface
pulse6_surface6.mat,Processed,surface_pulse195_224x224.png,,"(224, 224, 3)",surface
pulse9_surface39_noisy.mat,Processed,surface_pulse196_224x224.png,,"(224, 224, 3)",surface
pulse7_surface9_noisy.mat,Processed,surface_pulse197_224x224.png,,"(224, 224, 3)",surface
pulse10_surface51.mat,Processed,surface_pulse198_224x224.png,,"(224, 224, 3)",surface
pulse7_surface21.mat,Processed,surface_pulse199_224x224.png,,"(224, 224, 3)",surface
pulse9_surface24.mat,Processed,surface_pulse200_224x224.png,,"(224, 224, 3)",surface
pulse7_surface3.mat,Processed,surface_pulse201_224x224.png,,"(224, 224, 3)",surface
pulse3_surface46.mat,Processed,surface_pulse202_224x224.png,,"(224, 224, 3)",surface
pulse2_surface34.mat,Processed,surface_pulse203_224x224.png,,"(224, 224, 3)",surface
pulse10_surface48_noisy.mat,Processed,surface_pulse204_224x224.png,,"(224, 224, 3)",surface
pulse1_surface50_noisy.mat,Processed,surface_pulse205_224x224.png,,"(224, 224, 3)",surface
pulse4_surface54.mat,Processed,surface_pulse206_224x224.png,,"(224, 224, 3)",surface
pulse7_surface2_noisy.mat,Processed,surface_pulse207_224x224.png,,"(224, 224, 3)",surface
pulse6_surface25_noisy.mat,Processed,surface_pulse208_224x224.png,,"(224, 224, 3)",surface
pulse6_surface7.mat,Processed,surface_pulse209_224x224.png,,"(224, 224, 3)",surface
pulse3_surface43_noisy.mat,Processed,surface_pulse210_224x224.png,,"(224, 224, 3)",surface
pulse8_surface5.mat,Processed,surface_pulse211_224x224.png,,"(224, 224, 3)",surface
pulse3_surface52_noisy.mat,Processed,surface_pulse212_224x224.png,,"(224, 224, 3)",surface
pulse6_surface4.mat,Processed,surface_pulse213_224x224.png,,"(224, 224, 3)",surface
pulse10_surface61_noisy.mat,Processed,surface_pulse214_224x224.png,,"(224, 224, 3)",surface
pulse10_surface29.mat,Processed,surface_pulse215_224x224.png,,"(224, 224, 3)",surface
pulse10_surface40_noisy.mat,Processed,surface_pulse216_224x224.png,,"(224, 224, 3)",surface
pulse8_surface8_noisy.mat,Processed,surface_pulse217_224x224.png,,"(224, 224, 3)",surface
pulse12_surface22.mat,Processed,surface_pulse218_224x224.png,,"(224, 224, 3)",surface
pulse9_surface6.mat,Processed,surface_pulse219_224x224.png,,"(224, 224, 3)",surface
pulse7_surface14.mat,Processed,surface_pulse220_224x224.png,,"(224, 224, 3)",surface
pulse5_surface48.mat,Processed,surface_pulse221_224x224.png,,"(224, 224, 3)",surface
pulse4_surface2.mat,Processed,surface_pulse222_224x224.png,,"(224, 224, 3)",surface
pulse12_surface24.mat,Processed,surface_pulse223_224x224.png,,"(224, 224, 3)",surface
pulse3_surface10_noisy.mat,Processed,surface_pulse224_224x224.png,,"(224, 224, 3)",surface
pulse6_surface5.mat,Processed,surface_pulse225_224x224.png,,"(224, 224, 3)",surface
pulse4_surface13.mat,Processed,surface_pulse226_224x224.png,,"(224, 224, 3)",surface
pulse1_surface21_noisy.mat,Processed,surface_pulse227_224x224.png,,"(224, 224, 3)",surface
pulse4_surface60_noisy.mat,Processed,surface_pulse228_224x224.png,,"(224, 224, 3)",surface
pulse12_surface60_noisy.mat,Processed,surface_pulse229_224x224.png,,"(224, 224, 3)",surface
pulse9_surface57.mat,Processed,surface_pulse230_224x224.png,,"(224, 224, 3)",surface
pulse12_surface34.mat,Processed,surface_pulse231_224x224.png,,"(224, 224, 3)",surface
pulse12_surface37_noisy.mat,Processed,surface_pulse232_224x224.png,,"(224, 224, 3)",surface
pulse3_surface21.mat,Processed,surface_pulse233_224x224.png,,"(224, 224, 3)",surface
pulse10_surface47.mat,Processed,surface_pulse234_224x224.png,,"(224, 224, 3)",surface
pulse10_surface23.mat,Processed,surface_pulse235_224x224.png,,"(224, 224, 3)",surface
pulse2_surface31_noisy.mat,Processed,surface_pulse236_224x224.png,,"(224, 224, 3)",surface
pulse4_surface36_noisy.mat,Processed,surface_pulse237_224x224.png,,"(224, 224, 3)",surface
pulse4_surface24.mat,Processed,surface_pulse238_224x224.png,,"(224, 224, 3)",surface
pulse6_surface1.mat,Processed,surface_pulse239_224x224.png,,"(224, 224, 3)",surface
pulse1_surface15_noisy.mat,Processed,surface_pulse240_224x224.png,,"(224, 224, 3)",surface
pulse7_surface43.mat,Processed,surface_pulse241_224x224.png,,"(224, 224, 3)",surface
pulse1_surface17_noisy.mat,Processed,surface_pulse242_224x224.png,,"(224, 224, 3)",surface
pulse7_surface32.mat,Processed,surface_pulse243_224x224.png,,"(224, 224, 3)",surface
pulse6_surface62.mat,Processed,surface_pulse244_224x224.png,,"(224, 224, 3)",surface
pulse1_surface39_noisy.mat,Processed,surface_pulse245_224x224.png,,"(224, 224, 3)",surface
pulse2_surface41.mat,Processed,surface_pulse246_224x224.png,,"(224, 224, 3)",surface
pulse4_surface40.mat,Processed,surface_pulse247_224x224.png,,"(224, 224, 3)",surface
pulse12_surface34_noisy.mat,Processed,surface_pulse248_224x224.png,,"(224, 224, 3)",surface
pulse4_surface7.mat,Processed,surface_pulse249_224x224.png,,"(224, 224, 3)",surface
pulse5_surface12.mat,Processed,surface_pulse250_224x224.png,,"(224, 224, 3)",surface
pulse12_surface17_noisy.mat,Processed,surface_pulse251_224x224.png,,"(224, 224, 3)",surface
pulse11_surface10.mat,Processed,surface_pulse252_224x224.png,,"(224, 224, 3)",surface
pulse7_surface56.mat,Processed,surface_pulse253_224x224.png,,"(224, 224, 3)",surface
pulse9_surface34.mat,Processed,surface_pulse254_224x224.png,,"(224, 224, 3)",surface
pulse4_surface43_noisy.mat,Processed,surface_pulse255_224x224.png,,"(224, 224, 3)",surface
pulse3_surface13.mat,Processed,surface_pulse256_224x224.png,,"(224, 224, 3)",surface
pulse7_surface33_noisy.mat,Processed,surface_pulse257_224x224.png,,"(224, 224, 3)",surface
pulse1_surface56.mat,Processed,surface_pulse258_224x224.png,,"(224, 224, 3)",surface
pulse9_surface10_noisy.mat,Processed,surface_pulse259_224x224.png,,"(224, 224, 3)",surface
pulse5_surface51_noisy.mat,Processed,surface_pulse260_224x224.png,,"(224, 224, 3)",surface
pulse4_surface52_noisy.mat,Processed,surface_pulse261_224x224.png,,"(224, 224, 3)",surface
pulse4_surface35_noisy.mat,Processed,surface_pulse262_224x224.png,,"(224, 224, 3)",surface
pulse7_surface23_noisy.mat,Processed,surface_pulse263_224x224.png,,"(224, 224, 3)",surface
pulse10_surface62.mat,Processed,surface_pulse264_224x224.png,,"(224, 224, 3)",surface
pulse6_surface55.mat,Processed,surface_pulse265_224x224.png,,"(224, 224, 3)",surface
pulse3_surface25.mat,Processed,surface_pulse266_224x224.png,,"(224, 224, 3)",surface
pulse3_surface38.mat,Processed,surface_pulse267_224x224.png,,"(224, 224, 3)",surface
pulse6_surface11.mat,Processed,surface_pulse268_224x224.png,,"(224, 224, 3)",surface
pulse6_surface40_noisy.mat,Processed,surface_pulse269_224x224.png,,"(224, 224, 3)",surface
pulse4_surface21.mat,Processed,surface_pulse270_224x224.png,,"(224, 224, 3)",surface
pulse11_surface36_noisy.mat,Processed,surface_pulse271_224x224.png,,"(224, 224, 3)",surface
pulse2_surface47.mat,Processed,surface_pulse272_224x224.png,,"(224, 224, 3)",surface
pulse6_surface29.mat,Processed,surface_pulse273_224x224.png,,"(224, 224, 3)",surface
pulse2_surface10.mat,Processed,surface_pulse274_224x224.png,,"(224, 224, 3)",surface
pulse12_surface42.mat,Processed,surface_pulse275_224x224.png,,"(224, 224, 3)",surface
pulse3_surface27_noisy.mat,Processed,surface_pulse276_224x224.png,,"(224, 224, 3)",surface
pulse11_surface27_noisy.mat,Processed,surface_pulse277_224x224.png,,"(224, 224, 3)",surface
pulse3_surface49_noisy.mat,Processed,surface_pulse278_224x224.png,,"(224, 224, 3)",surface
pulse1_surface51.mat,Processed,surface_pulse279_224x224.png,,"(224, 224, 3)",surface
pulse6_surface13_noisy.mat,Processed,surface_pulse280_224x224.png,,"(224, 224, 3)",surface
pulse2_surface7_noisy.mat,Processed,surface_pulse281_224x224.png,,"(224, 224, 3)",surface
pulse5_surface16_noisy.mat,Processed,surface_pulse282_224x224.png,,"(224, 224, 3)",surface
pulse8_surface17_noisy.mat,Processed,surface_pulse283_224x224.png,,"(224, 224, 3)",surface
pulse4_surface44_noisy.mat,Processed,surface_pulse284_224x224.png,,"(224, 224, 3)",surface
pulse3_surface16.mat,Processed,surface_pulse285_224x224.png,,"(224, 224, 3)",surface
pulse8_surface19_noisy.mat,Processed,surface_pulse286_224x224.png,,"(224, 224, 3)",surface
pulse7_surface28.mat,Processed,surface_pulse287_224x224.png,,"(224, 224, 3)",surface
pulse4_surface41_noisy.mat,Processed,surface_pulse288_224x224.png,,"(224, 224, 3)",surface
pulse6_surface41.mat,Processed,surface_pulse289_224x224.png,,"(224, 224, 3)",surface
pulse11_surface59_noisy.mat,Processed,surface_pulse290_224x224.png,,"(224, 224, 3)",surface
pulse12_surface61.mat,Processed,surface_pulse291_224x224.png,,"(224, 224, 3)",surface
pulse1_surface4.mat,Processed,surface_pulse292_224x224.png,,"(224, 224, 3)",surface
pulse8_surface57_noisy.mat,Processed,surface_pulse293_224x224.png,,"(224, 224, 3)",surface
pulse7_surface46_noisy.mat,Processed,surface_pulse294_224x224.png,,"(224, 224, 3)",surface
pulse5_surface48_noisy.mat,Processed,surface_pulse295_224x224.png,,"(224, 224, 3)",surface
pulse10_surface52.mat,Processed,surface_pulse296_224x224.png,,"(224, 224, 3)",surface
pulse6_surface60_noisy.mat,Processed,surface_pulse297_224x224.png,,"(224, 224, 3)",surface
