File Name,Status,Output 224x224,Output Labeled,Scalogram Shape,PD Type
pulse1_corona16.mat,Processed,corona_pulse26_224x224.png,,"(224, 224, 3)",corona
pulse1_corona16_noisy.mat,Processed,corona_pulse27_224x224.png,,"(224, 224, 3)",corona
pulse1_corona17.mat,Processed,corona_pulse28_224x224.png,,"(224, 224, 3)",corona
pulse1_corona17_noisy.mat,Processed,corona_pulse29_224x224.png,,"(224, 224, 3)",corona
pulse1_corona18.mat,Processed,corona_pulse30_224x224.png,,"(224, 224, 3)",corona
pulse1_corona18_noisy.mat,Processed,corona_pulse31_224x224.png,,"(224, 224, 3)",corona
pulse1_corona19.mat,Processed,corona_pulse32_224x224.png,,"(224, 224, 3)",corona
pulse1_corona19_noisy.mat,Processed,corona_pulse33_224x224.png,,"(224, 224, 3)",corona
pulse1_corona1_noisy.mat,Processed,corona_pulse34_224x224.png,,"(224, 224, 3)",corona
pulse1_corona2.mat,Processed,corona_pulse35_224x224.png,,"(224, 224, 3)",corona
pulse1_corona20.mat,Processed,corona_pulse36_224x224.png,,"(224, 224, 3)",corona
pulse1_corona20_noisy.mat,Processed,corona_pulse37_224x224.png,,"(224, 224, 3)",corona
pulse1_corona2_noisy.mat,Processed,corona_pulse38_224x224.png,,"(224, 224, 3)",corona
pulse1_corona3.mat,Processed,corona_pulse39_224x224.png,,"(224, 224, 3)",corona
pulse1_corona3_noisy.mat,Processed,corona_pulse40_224x224.png,,"(224, 224, 3)",corona
pulse1_corona4.mat,Processed,corona_pulse41_224x224.png,,"(224, 224, 3)",corona
pulse1_corona4_noisy.mat,Processed,corona_pulse42_224x224.png,,"(224, 224, 3)",corona
pulse1_corona5.mat,Processed,corona_pulse43_224x224.png,,"(224, 224, 3)",corona
pulse1_corona5_noisy.mat,Processed,corona_pulse44_224x224.png,,"(224, 224, 3)",corona
pulse1_corona6.mat,Processed,corona_pulse45_224x224.png,,"(224, 224, 3)",corona
pulse1_corona6_noisy.mat,Processed,corona_pulse46_224x224.png,,"(224, 224, 3)",corona
pulse1_corona7.mat,Processed,corona_pulse47_224x224.png,,"(224, 224, 3)",corona
pulse1_corona7_noisy.mat,Processed,corona_pulse48_224x224.png,,"(224, 224, 3)",corona
pulse1_corona8.mat,Processed,corona_pulse49_224x224.png,,"(224, 224, 3)",corona
pulse1_corona8_noisy.mat,Processed,corona_pulse50_224x224.png,,"(224, 224, 3)",corona
pulse1_corona9.mat,Processed,corona_pulse51_224x224.png,,"(224, 224, 3)",corona
pulse1_corona9_noisy.mat,Processed,corona_pulse52_224x224.png,,"(224, 224, 3)",corona
pulse2_corona1.mat,Processed,corona_pulse53_224x224.png,,"(224, 224, 3)",corona
pulse2_corona10.mat,Processed,corona_pulse54_224x224.png,,"(224, 224, 3)",corona
pulse2_corona10_noisy.mat,Processed,corona_pulse55_224x224.png,,"(224, 224, 3)",corona
pulse2_corona11.mat,Processed,corona_pulse56_224x224.png,,"(224, 224, 3)",corona
pulse2_corona11_noisy.mat,Processed,corona_pulse57_224x224.png,,"(224, 224, 3)",corona
pulse2_corona12.mat,Processed,corona_pulse58_224x224.png,,"(224, 224, 3)",corona
pulse2_corona12_noisy.mat,Processed,corona_pulse59_224x224.png,,"(224, 224, 3)",corona
pulse2_corona13.mat,Processed,corona_pulse60_224x224.png,,"(224, 224, 3)",corona
pulse2_corona13_noisy.mat,Processed,corona_pulse61_224x224.png,,"(224, 224, 3)",corona
pulse2_corona14.mat,Processed,corona_pulse62_224x224.png,,"(224, 224, 3)",corona
pulse2_corona14_noisy.mat,Processed,corona_pulse63_224x224.png,,"(224, 224, 3)",corona
pulse2_corona15.mat,Processed,corona_pulse64_224x224.png,,"(224, 224, 3)",corona
pulse2_corona15_noisy.mat,Processed,corona_pulse65_224x224.png,,"(224, 224, 3)",corona
pulse2_corona16.mat,Processed,corona_pulse66_224x224.png,,"(224, 224, 3)",corona
pulse2_corona16_noisy.mat,Processed,corona_pulse67_224x224.png,,"(224, 224, 3)",corona
pulse2_corona17.mat,Processed,corona_pulse68_224x224.png,,"(224, 224, 3)",corona
pulse2_corona17_noisy.mat,Processed,corona_pulse69_224x224.png,,"(224, 224, 3)",corona
pulse2_corona18.mat,Processed,corona_pulse70_224x224.png,,"(224, 224, 3)",corona
pulse2_corona18_noisy.mat,Processed,corona_pulse71_224x224.png,,"(224, 224, 3)",corona
pulse2_corona19.mat,Processed,corona_pulse72_224x224.png,,"(224, 224, 3)",corona
pulse2_corona19_noisy.mat,Processed,corona_pulse73_224x224.png,,"(224, 224, 3)",corona
pulse2_corona1_noisy.mat,Processed,corona_pulse74_224x224.png,,"(224, 224, 3)",corona
pulse2_corona2.mat,Processed,corona_pulse75_224x224.png,,"(224, 224, 3)",corona
pulse2_corona20.mat,Processed,corona_pulse76_224x224.png,,"(224, 224, 3)",corona
pulse2_corona20_noisy.mat,Processed,corona_pulse77_224x224.png,,"(224, 224, 3)",corona
pulse2_corona2_noisy.mat,Processed,corona_pulse78_224x224.png,,"(224, 224, 3)",corona
pulse2_corona3.mat,Processed,corona_pulse79_224x224.png,,"(224, 224, 3)",corona
pulse2_corona3_noisy.mat,Processed,corona_pulse80_224x224.png,,"(224, 224, 3)",corona
pulse2_corona4.mat,Processed,corona_pulse81_224x224.png,,"(224, 224, 3)",corona
pulse2_corona4_noisy.mat,Processed,corona_pulse82_224x224.png,,"(224, 224, 3)",corona
pulse2_corona5.mat,Processed,corona_pulse83_224x224.png,,"(224, 224, 3)",corona
pulse2_corona5_noisy.mat,Processed,corona_pulse84_224x224.png,,"(224, 224, 3)",corona
pulse2_corona6.mat,Processed,corona_pulse85_224x224.png,,"(224, 224, 3)",corona
pulse2_corona6_noisy.mat,Processed,corona_pulse86_224x224.png,,"(224, 224, 3)",corona
pulse2_corona7.mat,Processed,corona_pulse87_224x224.png,,"(224, 224, 3)",corona
pulse2_corona7_noisy.mat,Processed,corona_pulse88_224x224.png,,"(224, 224, 3)",corona
pulse2_corona8.mat,Processed,corona_pulse89_224x224.png,,"(224, 224, 3)",corona
pulse2_corona8_noisy.mat,Processed,corona_pulse90_224x224.png,,"(224, 224, 3)",corona
pulse2_corona9.mat,Processed,corona_pulse91_224x224.png,,"(224, 224, 3)",corona
pulse2_corona9_noisy.mat,Processed,corona_pulse92_224x224.png,,"(224, 224, 3)",corona
pulse3_corona1.mat,Processed,corona_pulse93_224x224.png,,"(224, 224, 3)",corona
pulse3_corona10.mat,Processed,corona_pulse94_224x224.png,,"(224, 224, 3)",corona
pulse3_corona10_noisy.mat,Processed,corona_pulse95_224x224.png,,"(224, 224, 3)",corona
pulse3_corona11.mat,Processed,corona_pulse96_224x224.png,,"(224, 224, 3)",corona
pulse3_corona11_noisy.mat,Processed,corona_pulse97_224x224.png,,"(224, 224, 3)",corona
pulse3_corona12.mat,Processed,corona_pulse98_224x224.png,,"(224, 224, 3)",corona
pulse3_corona12_noisy.mat,Processed,corona_pulse99_224x224.png,,"(224, 224, 3)",corona
pulse3_corona14.mat,Processed,corona_pulse100_224x224.png,,"(224, 224, 3)",corona
pulse3_corona14_noisy.mat,Processed,corona_pulse101_224x224.png,,"(224, 224, 3)",corona
pulse3_corona19.mat,Processed,corona_pulse102_224x224.png,,"(224, 224, 3)",corona
pulse3_corona19_noisy.mat,Processed,corona_pulse103_224x224.png,,"(224, 224, 3)",corona
pulse3_corona1_noisy.mat,Processed,corona_pulse104_224x224.png,,"(224, 224, 3)",corona
pulse3_corona2.mat,Processed,corona_pulse105_224x224.png,,"(224, 224, 3)",corona
pulse3_corona20.mat,Processed,corona_pulse106_224x224.png,,"(224, 224, 3)",corona
pulse3_corona20_noisy.mat,Processed,corona_pulse107_224x224.png,,"(224, 224, 3)",corona
pulse3_corona2_noisy.mat,Processed,corona_pulse108_224x224.png,,"(224, 224, 3)",corona
pulse3_corona3.mat,Processed,corona_pulse109_224x224.png,,"(224, 224, 3)",corona
pulse3_corona3_noisy.mat,Processed,corona_pulse110_224x224.png,,"(224, 224, 3)",corona
pulse3_corona4.mat,Processed,corona_pulse111_224x224.png,,"(224, 224, 3)",corona
pulse3_corona4_noisy.mat,Processed,corona_pulse112_224x224.png,,"(224, 224, 3)",corona
pulse3_corona5.mat,Processed,corona_pulse113_224x224.png,,"(224, 224, 3)",corona
pulse3_corona5_noisy.mat,Processed,corona_pulse114_224x224.png,,"(224, 224, 3)",corona
pulse3_corona6.mat,Processed,corona_pulse115_224x224.png,,"(224, 224, 3)",corona
pulse3_corona6_noisy.mat,Processed,corona_pulse116_224x224.png,,"(224, 224, 3)",corona
pulse3_corona7.mat,Processed,corona_pulse117_224x224.png,,"(224, 224, 3)",corona
pulse3_corona7_noisy.mat,Processed,corona_pulse118_224x224.png,,"(224, 224, 3)",corona
pulse3_corona8.mat,Processed,corona_pulse119_224x224.png,,"(224, 224, 3)",corona
pulse3_corona8_noisy.mat,Processed,corona_pulse120_224x224.png,,"(224, 224, 3)",corona
pulse4_corona1.mat,Processed,corona_pulse121_224x224.png,,"(224, 224, 3)",corona
pulse4_corona10.mat,Processed,corona_pulse122_224x224.png,,"(224, 224, 3)",corona
pulse4_corona10_noisy.mat,Processed,corona_pulse123_224x224.png,,"(224, 224, 3)",corona
pulse4_corona11.mat,Processed,corona_pulse124_224x224.png,,"(224, 224, 3)",corona
pulse4_corona11_noisy.mat,Processed,corona_pulse125_224x224.png,,"(224, 224, 3)",corona
pulse4_corona12.mat,Processed,corona_pulse126_224x224.png,,"(224, 224, 3)",corona
pulse4_corona12_noisy.mat,Processed,corona_pulse127_224x224.png,,"(224, 224, 3)",corona
pulse4_corona14.mat,Processed,corona_pulse128_224x224.png,,"(224, 224, 3)",corona
pulse4_corona14_noisy.mat,Processed,corona_pulse129_224x224.png,,"(224, 224, 3)",corona
pulse4_corona19.mat,Processed,corona_pulse130_224x224.png,,"(224, 224, 3)",corona
pulse4_corona19_noisy.mat,Processed,corona_pulse131_224x224.png,,"(224, 224, 3)",corona
pulse4_corona1_noisy.mat,Processed,corona_pulse132_224x224.png,,"(224, 224, 3)",corona
pulse4_corona20.mat,Processed,corona_pulse133_224x224.png,,"(224, 224, 3)",corona
pulse4_corona20_noisy.mat,Processed,corona_pulse134_224x224.png,,"(224, 224, 3)",corona
pulse4_corona3.mat,Processed,corona_pulse135_224x224.png,,"(224, 224, 3)",corona
pulse4_corona3_noisy.mat,Processed,corona_pulse136_224x224.png,,"(224, 224, 3)",corona
pulse4_corona4.mat,Processed,corona_pulse137_224x224.png,,"(224, 224, 3)",corona
pulse4_corona4_noisy.mat,Processed,corona_pulse138_224x224.png,,"(224, 224, 3)",corona
pulse4_corona5.mat,Processed,corona_pulse139_224x224.png,,"(224, 224, 3)",corona
pulse4_corona5_noisy.mat,Processed,corona_pulse140_224x224.png,,"(224, 224, 3)",corona
pulse4_corona6.mat,Processed,corona_pulse141_224x224.png,,"(224, 224, 3)",corona
pulse4_corona6_noisy.mat,Processed,corona_pulse142_224x224.png,,"(224, 224, 3)",corona
pulse5_corona1.mat,Processed,corona_pulse143_224x224.png,,"(224, 224, 3)",corona
pulse5_corona11.mat,Processed,corona_pulse144_224x224.png,,"(224, 224, 3)",corona
pulse5_corona11_noisy.mat,Processed,corona_pulse145_224x224.png,,"(224, 224, 3)",corona
pulse5_corona12.mat,Processed,corona_pulse146_224x224.png,,"(224, 224, 3)",corona
pulse5_corona12_noisy.mat,Processed,corona_pulse147_224x224.png,,"(224, 224, 3)",corona
pulse5_corona14.mat,Processed,corona_pulse148_224x224.png,,"(224, 224, 3)",corona
pulse5_corona14_noisy.mat,Processed,corona_pulse149_224x224.png,,"(224, 224, 3)",corona
pulse5_corona19.mat,Processed,corona_pulse150_224x224.png,,"(224, 224, 3)",corona
pulse5_corona19_noisy.mat,Processed,corona_pulse151_224x224.png,,"(224, 224, 3)",corona
pulse5_corona1_noisy.mat,Processed,corona_pulse152_224x224.png,,"(224, 224, 3)",corona
pulse5_corona3.mat,Processed,corona_pulse153_224x224.png,,"(224, 224, 3)",corona
pulse5_corona3_noisy.mat,Processed,corona_pulse154_224x224.png,,"(224, 224, 3)",corona
pulse5_corona4.mat,Processed,corona_pulse155_224x224.png,,"(224, 224, 3)",corona
pulse5_corona4_noisy.mat,Processed,corona_pulse156_224x224.png,,"(224, 224, 3)",corona
pulse5_corona5.mat,Processed,corona_pulse157_224x224.png,,"(224, 224, 3)",corona
pulse5_corona5_noisy.mat,Processed,corona_pulse158_224x224.png,,"(224, 224, 3)",corona
pulse5_corona6.mat,Processed,corona_pulse159_224x224.png,,"(224, 224, 3)",corona
pulse5_corona6_noisy.mat,Processed,corona_pulse160_224x224.png,,"(224, 224, 3)",corona
pulse6_corona1.mat,Processed,corona_pulse161_224x224.png,,"(224, 224, 3)",corona
pulse6_corona11.mat,Processed,corona_pulse162_224x224.png,,"(224, 224, 3)",corona
pulse6_corona11_noisy.mat,Processed,corona_pulse163_224x224.png,,"(224, 224, 3)",corona
pulse6_corona14.mat,Processed,corona_pulse164_224x224.png,,"(224, 224, 3)",corona
pulse6_corona14_noisy.mat,Processed,corona_pulse165_224x224.png,,"(224, 224, 3)",corona
pulse6_corona1_noisy.mat,Processed,corona_pulse166_224x224.png,,"(224, 224, 3)",corona
pulse6_corona3.mat,Processed,corona_pulse167_224x224.png,,"(224, 224, 3)",corona
pulse6_corona3_noisy.mat,Processed,corona_pulse168_224x224.png,,"(224, 224, 3)",corona
pulse6_corona5.mat,Processed,corona_pulse169_224x224.png,,"(224, 224, 3)",corona
pulse6_corona5_noisy.mat,Processed,corona_pulse170_224x224.png,,"(224, 224, 3)",corona
pulse6_corona6.mat,Processed,corona_pulse171_224x224.png,,"(224, 224, 3)",corona
pulse6_corona6_noisy.mat,Processed,corona_pulse172_224x224.png,,"(224, 224, 3)",corona
pulse7_corona11.mat,Processed,corona_pulse173_224x224.png,,"(224, 224, 3)",corona
pulse7_corona11_noisy.mat,Processed,corona_pulse174_224x224.png,,"(224, 224, 3)",corona
pulse7_corona5.mat,Processed,corona_pulse175_224x224.png,,"(224, 224, 3)",corona
pulse7_corona5_noisy.mat,Processed,corona_pulse176_224x224.png,,"(224, 224, 3)",corona
pulse7_corona6.mat,Processed,corona_pulse177_224x224.png,,"(224, 224, 3)",corona
pulse7_corona6_noisy.mat,Processed,corona_pulse178_224x224.png,,"(224, 224, 3)",corona
pulse8_corona11.mat,Processed,corona_pulse179_224x224.png,,"(224, 224, 3)",corona
pulse8_corona11_noisy.mat,Processed,corona_pulse180_224x224.png,,"(224, 224, 3)",corona
pulse8_corona5.mat,Processed,corona_pulse181_224x224.png,,"(224, 224, 3)",corona
pulse8_corona5_noisy.mat,Processed,corona_pulse182_224x224.png,,"(224, 224, 3)",corona
pulse8_corona6.mat,Processed,corona_pulse183_224x224.png,,"(224, 224, 3)",corona
pulse8_corona6_noisy.mat,Processed,corona_pulse184_224x224.png,,"(224, 224, 3)",corona
pulse9_corona5.mat,Processed,corona_pulse185_224x224.png,,"(224, 224, 3)",corona
pulse9_corona5_noisy.mat,Processed,corona_pulse186_224x224.png,,"(224, 224, 3)",corona
pulse9_corona6.mat,Processed,corona_pulse187_224x224.png,,"(224, 224, 3)",corona
pulse9_corona6_noisy.mat,Processed,corona_pulse188_224x224.png,,"(224, 224, 3)",corona
